Id,Calories,TotalIntensity,AverageIntensity,StepTotal,Date,Time
1503960366,64,7,0.116667,50,2016-04-14,11:00:00
1503960366,85,18,0.3,501,2016-04-14,12:00:00
1503960366,137,54,0.9,1779,2016-04-14,13:00:00
1503960366,113,22,0.366667,1228,2016-04-14,14:00:00
1503960366,66,7,0.116667,139,2016-04-14,15:00:00
1503960366,88,25,0.416667,408,2016-04-14,16:00:00
1503960366,61,5,0.083333,37,2016-04-14,17:00:00
1503960366,72,12,0.2,322,2016-04-14,18:00:00
1503960366,55,1,0.016667,11,2016-04-14,19:00:00
1503960366,91,24,0.4,806,2016-04-14,20:00:00
1503960366,174,57,0.95,2670,2016-04-14,21:00:00
1503960366,79,17,0.283333,362,2016-04-14,22:00:00
1503960366,50,0,0.0,0,2016-04-14,23:00:00
1503960366,60,6,0.1,83,2016-04-15,00:00:00
1503960366,58,5,0.083333,75,2016-04-15,01:00:00
1503960366,59,7,0.116667,124,2016-04-15,02:00:00
1503960366,47,0,0.0,0,2016-04-15,03:00:00
1503960366,47,0,0.0,0,2016-04-15,04:00:00
1503960366,49,1,0.016667,26,2016-04-15,05:00:00
1503960366,47,0,0.0,0,2016-04-15,06:00:00
1503960366,49,1,0.016667,7,2016-04-15,07:00:00
1503960366,54,5,0.083333,55,2016-04-15,08:00:00
1503960366,50,2,0.033333,21,2016-04-15,09:00:00
1503960366,63,8,0.133333,154,2016-04-15,10:00:00
1503960366,84,23,0.383333,425,2016-04-15,11:00:00
1503960366,74,13,0.216667,270,2016-04-15,12:00:00
1503960366,67,9,0.15,373,2016-04-15,13:00:00
1503960366,47,0,0.0,0,2016-04-15,14:00:00
1503960366,47,0,0.0,0,2016-04-15,15:00:00
1503960366,47,0,0.0,0,2016-04-15,16:00:00
1503960366,140,47,0.783333,1774,2016-04-15,17:00:00
1503960366,87,22,0.366667,509,2016-04-15,18:00:00
1503960366,97,32,0.533333,519,2016-04-15,19:00:00
1503960366,64,8,0.133333,77,2016-04-15,20:00:00
1503960366,75,14,0.233333,280,2016-04-15,21:00:00
1503960366,151,66,1.1,2145,2016-04-15,22:00:00
1503960366,182,95,1.583333,2768,2016-04-15,23:00:00
1503960366,77,15,0.25,459,2016-04-16,00:00:00
1503960366,48,0,0.0,0,2016-04-16,01:00:00
1503960366,52,3,0.05,63,2016-04-16,02:00:00
1503960366,48,1,0.016667,6,2016-04-16,03:00:00
1503960366,49,1,0.016667,6,2016-04-16,04:00:00
1503960366,49,1,0.016667,12,2016-04-16,05:00:00
1503960366,48,0,0.0,0,2016-04-16,06:00:00
1503960366,54,4,0.066667,101,2016-04-16,07:00:00
1503960366,62,9,0.15,175,2016-04-16,08:00:00
1503960366,124,38,0.633333,1181,2016-04-16,09:00:00
1503960366,110,14,0.233333,1295,2016-04-16,10:00:00
1503960366,147,30,0.5,2043,2016-04-16,11:00:00
1503960366,119,42,0.7,1513,2016-04-16,12:00:00
1503960366,214,90,1.5,3616,2016-04-16,13:00:00
1503960366,82,20,0.333333,580,2016-04-16,14:00:00
1503960366,51,0,0.0,0,2016-04-16,15:00:00
1503960366,54,2,0.033333,15,2016-04-16,16:00:00
1503960366,79,17,0.283333,380,2016-04-16,17:00:00
1503960366,65,10,0.166667,96,2016-04-16,18:00:00
1503960366,67,12,0.2,146,2016-04-16,19:00:00
1503960366,81,19,0.316667,385,2016-04-16,20:00:00
1503960366,75,13,0.216667,463,2016-04-16,21:00:00
1503960366,55,3,0.05,42,2016-04-16,22:00:00
1503960366,56,5,0.083333,92,2016-04-16,23:00:00
1503960366,47,0,0.0,0,2016-04-17,00:00:00
1503960366,48,0,0.0,0,2016-04-17,01:00:00
1503960366,47,0,0.0,0,2016-04-17,02:00:00
1503960366,49,1,0.016667,8,2016-04-17,03:00:00
1503960366,48,0,0.0,0,2016-04-17,04:00:00
1503960366,48,0,0.0,0,2016-04-17,05:00:00
1503960366,48,0,0.0,0,2016-04-17,06:00:00
1503960366,48,0,0.0,0,2016-04-17,07:00:00
1503960366,48,0,0.0,0,2016-04-17,08:00:00
1503960366,48,0,0.0,0,2016-04-17,09:00:00
1503960366,47,0,0.0,0,2016-04-17,10:00:00
1503960366,63,9,0.15,84,2016-04-17,11:00:00
1503960366,76,18,0.3,260,2016-04-17,12:00:00
1503960366,83,23,0.383333,402,2016-04-17,13:00:00
1503960366,69,10,0.166667,252,2016-04-17,14:00:00
1503960366,73,13,0.216667,191,2016-04-17,15:00:00
1503960366,57,2,0.033333,13,2016-04-17,16:00:00
1503960366,174,71,1.183333,2613,2016-04-17,17:00:00
1503960366,136,39,0.65,1616,2016-04-17,18:00:00
1503960366,95,24,0.4,754,2016-04-17,19:00:00
1503960366,191,87,1.45,2955,2016-04-17,20:00:00
1503960366,79,16,0.266667,487,2016-04-17,21:00:00
1503960366,58,5,0.083333,70,2016-04-17,22:00:00
1503960366,50,0,0.0,0,2016-04-17,23:00:00
1503960366,82,21,0.35,416,2016-04-18,00:00:00
1503960366,48,0,0.0,0,2016-04-18,01:00:00
1503960366,47,0,0.0,0,2016-04-18,02:00:00
1503960366,47,0,0.0,0,2016-04-18,03:00:00
1503960366,47,0,0.0,0,2016-04-18,04:00:00
1503960366,47,0,0.0,0,2016-04-18,05:00:00
1503960366,47,0,0.0,0,2016-04-18,06:00:00
1503960366,47,0,0.0,0,2016-04-18,07:00:00
1503960366,47,0,0.0,0,2016-04-18,08:00:00
1503960366,133,39,0.65,1688,2016-04-18,09:00:00
1503960366,81,17,0.283333,380,2016-04-18,10:00:00
1503960366,73,15,0.25,328,2016-04-18,11:00:00
1503960366,118,40,0.666667,1306,2016-04-18,12:00:00
1503960366,70,9,0.15,268,2016-04-18,13:00:00
1503960366,64,7,0.116667,137,2016-04-18,14:00:00
1503960366,80,14,0.233333,495,2016-04-18,15:00:00
1503960366,78,17,0.283333,277,2016-04-18,16:00:00
1503960366,79,18,0.3,304,2016-04-18,17:00:00
1503960366,234,114,1.9,4074,2016-04-18,18:00:00
1503960366,157,30,0.5,2101,2016-04-18,19:00:00
1503960366,57,2,0.033333,28,2016-04-18,20:00:00
1503960366,68,11,0.183333,187,2016-04-18,21:00:00
1503960366,86,19,0.316667,542,2016-04-18,22:00:00
1503960366,83,18,0.3,488,2016-04-18,23:00:00
1503960366,47,0,0.0,0,2016-04-19,00:00:00
1503960366,49,1,0.016667,22,2016-04-19,01:00:00
1503960366,47,0,0.0,0,2016-04-19,02:00:00
1503960366,50,2,0.033333,9,2016-04-19,03:00:00
1503960366,47,0,0.0,0,2016-04-19,04:00:00
1503960366,47,0,0.0,0,2016-04-19,05:00:00
1503960366,49,1,0.016667,7,2016-04-19,06:00:00
1503960366,75,19,0.316667,316,2016-04-19,07:00:00
1503960366,130,38,0.633333,1656,2016-04-19,08:00:00
1503960366,79,16,0.266667,367,2016-04-19,09:00:00
1503960366,75,16,0.266667,203,2016-04-19,10:00:00
1503960366,72,13,0.216667,194,2016-04-19,11:00:00
1503960366,143,61,1.016667,1887,2016-04-19,12:00:00
1503960366,171,65,1.083333,2697,2016-04-19,13:00:00
1503960366,76,12,0.2,409,2016-04-19,14:00:00
1503960366,72,12,0.2,299,2016-04-19,15:00:00
1503960366,71,9,0.15,297,2016-04-19,16:00:00
1503960366,90,13,0.216667,732,2016-04-19,17:00:00
1503960366,120,30,0.5,1280,2016-04-19,18:00:00
1503960366,93,31,0.516667,397,2016-04-19,19:00:00
1503960366,159,69,1.15,2487,2016-04-19,20:00:00
1503960366,94,16,0.266667,826,2016-04-19,21:00:00
1503960366,58,4,0.066667,52,2016-04-19,22:00:00
1503960366,120,48,0.8,1369,2016-04-19,23:00:00
1503960366,54,2,0.033333,16,2016-04-20,00:00:00
1503960366,53,2,0.033333,36,2016-04-20,01:00:00
1503960366,47,0,0.0,0,2016-04-20,02:00:00
1503960366,48,0,0.0,0,2016-04-20,03:00:00
1503960366,48,0,0.0,0,2016-04-20,04:00:00
1503960366,47,0,0.0,0,2016-04-20,05:00:00
1503960366,48,0,0.0,0,2016-04-20,06:00:00
1503960366,51,3,0.05,29,2016-04-20,07:00:00
1503960366,70,14,0.233333,264,2016-04-20,08:00:00
1503960366,144,50,0.833333,1993,2016-04-20,09:00:00
1503960366,79,13,0.216667,459,2016-04-20,10:00:00
1503960366,58,1,0.016667,65,2016-04-20,11:00:00
1503960366,64,8,0.133333,185,2016-04-20,12:00:00
1503960366,61,5,0.083333,64,2016-04-20,13:00:00
1503960366,113,39,0.65,1270,2016-04-20,14:00:00
1503960366,97,21,0.35,797,2016-04-20,15:00:00
1503960366,70,11,0.183333,261,2016-04-20,16:00:00
1503960366,57,2,0.033333,13,2016-04-20,17:00:00
1503960366,114,32,0.533333,1308,2016-04-20,18:00:00
1503960366,117,36,0.6,1558,2016-04-20,19:00:00
1503960366,80,12,0.2,499,2016-04-20,20:00:00
1503960366,83,22,0.366667,395,2016-04-20,21:00:00
1503960366,62,7,0.116667,77,2016-04-20,22:00:00
1503960366,120,33,0.55,1255,2016-04-20,23:00:00
1503960366,54,2,0.033333,17,2016-04-21,00:00:00
1503960366,61,8,0.133333,129,2016-04-21,01:00:00
1503960366,55,5,0.083333,81,2016-04-21,02:00:00
1503960366,48,0,0.0,0,2016-04-21,03:00:00
1503960366,47,0,0.0,0,2016-04-21,04:00:00
1503960366,47,0,0.0,0,2016-04-21,05:00:00
1503960366,48,0,0.0,0,2016-04-21,06:00:00
1503960366,52,3,0.05,38,2016-04-21,07:00:00
1503960366,71,15,0.25,245,2016-04-21,08:00:00
1503960366,133,26,0.433333,1672,2016-04-21,09:00:00
1503960366,77,16,0.266667,255,2016-04-21,10:00:00
1503960366,55,0,0.0,0,2016-04-21,11:00:00
1503960366,73,11,0.183333,384,2016-04-21,12:00:00
1503960366,113,25,0.416667,1140,2016-04-21,13:00:00
1503960366,58,2,0.033333,12,2016-04-21,14:00:00
1503960366,68,8,0.133333,213,2016-04-21,15:00:00
1503960366,60,4,0.066667,26,2016-04-21,16:00:00
1503960366,60,5,0.083333,96,2016-04-21,17:00:00
1503960366,69,9,0.15,213,2016-04-21,18:00:00
1503960366,64,8,0.133333,100,2016-04-21,19:00:00
1503960366,213,92,1.533333,3541,2016-04-21,20:00:00
1503960366,104,21,0.35,970,2016-04-21,21:00:00
1503960366,63,9,0.15,89,2016-04-21,22:00:00
1503960366,84,15,0.25,598,2016-04-21,23:00:00
1503960366,47,0,0.0,0,2016-04-22,00:00:00
1503960366,47,0,0.0,0,2016-04-22,01:00:00
1503960366,47,0,0.0,0,2016-04-22,02:00:00
1503960366,47,0,0.0,0,2016-04-22,03:00:00
1503960366,47,0,0.0,0,2016-04-22,04:00:00
1503960366,47,0,0.0,0,2016-04-22,05:00:00
1503960366,47,0,0.0,0,2016-04-22,06:00:00
1503960366,47,0,0.0,0,2016-04-22,07:00:00
1503960366,47,0,0.0,0,2016-04-22,08:00:00
1503960366,65,13,0.216667,192,2016-04-22,09:00:00
1503960366,54,2,0.033333,29,2016-04-22,10:00:00
1503960366,102,34,0.566667,958,2016-04-22,11:00:00
1503960366,57,2,0.033333,38,2016-04-22,12:00:00
1503960366,60,4,0.066667,118,2016-04-22,13:00:00
1503960366,54,0,0.0,0,2016-04-22,14:00:00
1503960366,66,10,0.166667,180,2016-04-22,15:00:00
1503960366,58,4,0.066667,22,2016-04-22,16:00:00
1503960366,104,18,0.3,1041,2016-04-22,17:00:00
1503960366,87,23,0.383333,514,2016-04-22,18:00:00
1503960366,82,16,0.266667,629,2016-04-22,19:00:00
1503960366,71,13,0.216667,329,2016-04-22,20:00:00
1503960366,311,159,2.65,5934,2016-04-22,21:00:00
1503960366,95,30,0.5,855,2016-04-22,22:00:00
1503960366,136,54,0.9,1925,2016-04-22,23:00:00
1503960366,63,9,0.15,182,2016-04-23,00:00:00
1503960366,47,0,0.0,0,2016-04-23,01:00:00
1503960366,49,1,0.016667,11,2016-04-23,02:00:00
1503960366,47,0,0.0,0,2016-04-23,03:00:00
1503960366,47,0,0.0,0,2016-04-23,04:00:00
1503960366,48,0,0.0,0,2016-04-23,05:00:00
1503960366,50,2,0.033333,12,2016-04-23,06:00:00
1503960366,48,0,0.0,0,2016-04-23,07:00:00
1503960366,59,8,0.133333,127,2016-04-23,08:00:00
1503960366,75,17,0.283333,285,2016-04-23,09:00:00
1503960366,56,4,0.066667,49,2016-04-23,10:00:00
1503960366,84,11,0.183333,703,2016-04-23,11:00:00
1503960366,129,49,0.816667,1597,2016-04-23,12:00:00
1503960366,129,51,0.85,1453,2016-04-23,13:00:00
1503960366,78,20,0.333333,202,2016-04-23,14:00:00
1503960366,73,15,0.25,158,2016-04-23,15:00:00
1503960366,140,52,0.866667,2008,2016-04-23,16:00:00
1503960366,121,26,0.433333,1472,2016-04-23,17:00:00
1503960366,173,66,1.1,2569,2016-04-23,18:00:00
1503960366,51,2,0.033333,29,2016-04-23,19:00:00
1503960366,63,9,0.15,142,2016-04-23,20:00:00
1503960366,162,54,0.9,2432,2016-04-23,21:00:00
1503960366,96,25,0.416667,709,2016-04-23,22:00:00
1503960366,60,6,0.1,231,2016-04-23,23:00:00
1503960366,66,10,0.166667,141,2016-04-24,00:00:00
1503960366,54,2,0.033333,42,2016-04-24,01:00:00
1503960366,48,0,0.0,0,2016-04-24,02:00:00
1503960366,48,0,0.0,0,2016-04-24,03:00:00
1503960366,49,1,0.016667,8,2016-04-24,04:00:00
1503960366,48,0,0.0,0,2016-04-24,05:00:00
1503960366,49,1,0.016667,7,2016-04-24,06:00:00
1503960366,47,0,0.0,0,2016-04-24,07:00:00
1503960366,49,1,0.016667,8,2016-04-24,08:00:00
1503960366,59,8,0.133333,76,2016-04-24,09:00:00
1503960366,90,26,0.433333,492,2016-04-24,10:00:00
1503960366,67,12,0.2,149,2016-04-24,11:00:00
1503960366,82,12,0.2,548,2016-04-24,12:00:00
1503960366,74,12,0.2,394,2016-04-24,13:00:00
1503960366,52,1,0.016667,26,2016-04-24,14:00:00
1503960366,52,2,0.033333,27,2016-04-24,15:00:00
1503960366,102,29,0.483333,885,2016-04-24,16:00:00
1503960366,86,25,0.416667,411,2016-04-24,17:00:00
1503960366,115,40,0.666667,911,2016-04-24,18:00:00
1503960366,270,131,2.183333,4871,2016-04-24,19:00:00
1503960366,76,18,0.3,342,2016-04-24,20:00:00
1503960366,74,17,0.283333,244,2016-04-24,21:00:00
1503960366,61,7,0.116667,66,2016-04-24,22:00:00
1503960366,72,10,0.166667,391,2016-04-24,23:00:00
1503960366,62,8,0.133333,95,2016-04-25,00:00:00
1503960366,53,3,0.05,22,2016-04-25,01:00:00
1503960366,57,6,0.1,97,2016-04-25,02:00:00
1503960366,47,0,0.0,0,2016-04-25,03:00:00
1503960366,50,2,0.033333,25,2016-04-25,04:00:00
1503960366,49,1,0.016667,4,2016-04-25,05:00:00
1503960366,47,0,0.0,0,2016-04-25,06:00:00
1503960366,52,3,0.05,44,2016-04-25,07:00:00
1503960366,83,22,0.366667,426,2016-04-25,08:00:00
1503960366,146,46,0.766667,2041,2016-04-25,09:00:00
1503960366,73,12,0.2,258,2016-04-25,10:00:00
1503960366,121,24,0.4,1468,2016-04-25,11:00:00
1503960366,92,19,0.316667,707,2016-04-25,12:00:00
1503960366,75,13,0.216667,299,2016-04-25,13:00:00
1503960366,62,5,0.083333,94,2016-04-25,14:00:00
1503960366,76,13,0.216667,359,2016-04-25,15:00:00
1503960366,71,10,0.166667,263,2016-04-25,16:00:00
1503960366,67,8,0.133333,188,2016-04-25,17:00:00
1503960366,61,6,0.1,116,2016-04-25,18:00:00
1503960366,182,86,1.433333,2815,2016-04-25,19:00:00
1503960366,95,30,0.5,895,2016-04-25,20:00:00
1503960366,267,132,2.2,4895,2016-04-25,21:00:00
1503960366,68,11,0.183333,188,2016-04-25,22:00:00
1503960366,54,3,0.05,56,2016-04-25,23:00:00
1503960366,56,4,0.066667,101,2016-04-26,00:00:00
1503960366,66,11,0.183333,178,2016-04-26,01:00:00
1503960366,51,0,0.0,0,2016-04-26,02:00:00
1503960366,64,11,0.183333,145,2016-04-26,03:00:00
1503960366,48,0,0.0,0,2016-04-26,04:00:00
1503960366,49,1,0.016667,7,2016-04-26,05:00:00
1503960366,48,0,0.0,0,2016-04-26,06:00:00
1503960366,52,3,0.05,28,2016-04-26,07:00:00
1503960366,67,13,0.216667,173,2016-04-26,08:00:00
1503960366,139,31,0.516667,1826,2016-04-26,09:00:00
1503960366,92,22,0.366667,666,2016-04-26,10:00:00
1503960366,78,17,0.283333,266,2016-04-26,11:00:00
1503960366,74,10,0.166667,415,2016-04-26,12:00:00
1503960366,126,42,0.7,1571,2016-04-26,13:00:00
1503960366,142,60,1.0,1998,2016-04-26,14:00:00
1503960366,74,9,0.15,323,2016-04-26,15:00:00
1503960366,93,22,0.366667,697,2016-04-26,16:00:00
1503960366,60,5,0.083333,143,2016-04-26,17:00:00
1503960366,169,72,1.2,2513,2016-04-26,18:00:00
1503960366,73,15,0.25,148,2016-04-26,19:00:00
1503960366,127,26,0.433333,1649,2016-04-26,20:00:00
1503960366,79,14,0.233333,450,2016-04-26,21:00:00
1503960366,66,9,0.15,148,2016-04-26,22:00:00
1503960366,80,21,0.35,310,2016-04-26,23:00:00
1503960366,68,10,0.166667,277,2016-04-27,00:00:00
1503960366,59,5,0.083333,60,2016-04-27,01:00:00
1503960366,53,2,0.033333,17,2016-04-27,02:00:00
1503960366,47,0,0.0,0,2016-04-27,03:00:00
1503960366,47,0,0.0,0,2016-04-27,04:00:00
1503960366,47,0,0.0,0,2016-04-27,05:00:00
1503960366,47,0,0.0,0,2016-04-27,06:00:00
1503960366,47,0,0.0,0,2016-04-27,07:00:00
1503960366,47,0,0.0,0,2016-04-27,08:00:00
1503960366,149,33,0.55,1916,2016-04-27,09:00:00
1503960366,93,27,0.45,502,2016-04-27,10:00:00
1503960366,100,23,0.383333,797,2016-04-27,11:00:00
1503960366,89,12,0.2,701,2016-04-27,12:00:00
1503960366,76,13,0.216667,319,2016-04-27,13:00:00
1503960366,150,35,0.583333,1932,2016-04-27,14:00:00
1503960366,63,6,0.1,59,2016-04-27,15:00:00
1503960366,64,7,0.116667,98,2016-04-27,16:00:00
1503960366,73,13,0.216667,261,2016-04-27,17:00:00
1503960366,178,73,1.216667,2714,2016-04-27,18:00:00
1503960366,318,150,2.5,5786,2016-04-27,19:00:00
1503960366,174,70,1.166667,2420,2016-04-27,20:00:00
1503960366,76,20,0.333333,266,2016-04-27,21:00:00
1503960366,47,0,0.0,0,2016-04-27,22:00:00
1503960366,47,0,0.0,0,2016-04-27,23:00:00
1503960366,47,0,0.0,0,2016-04-28,00:00:00
1503960366,62,10,0.166667,127,2016-04-28,01:00:00
1503960366,48,0,0.0,0,2016-04-28,02:00:00
1503960366,47,0,0.0,0,2016-04-28,03:00:00
1503960366,48,0,0.0,0,2016-04-28,04:00:00
1503960366,47,0,0.0,0,2016-04-28,05:00:00
1503960366,48,0,0.0,0,2016-04-28,06:00:00
1503960366,49,1,0.016667,14,2016-04-28,07:00:00
1503960366,63,11,0.183333,128,2016-04-28,08:00:00
1503960366,116,38,0.633333,1192,2016-04-28,09:00:00
1503960366,105,19,0.316667,987,2016-04-28,10:00:00
1503960366,73,10,0.166667,288,2016-04-28,11:00:00
1503960366,78,16,0.266667,317,2016-04-28,12:00:00
1503960366,108,33,0.55,1144,2016-04-28,13:00:00
1503960366,124,47,0.783333,1512,2016-04-28,14:00:00
1503960366,61,5,0.083333,115,2016-04-28,15:00:00
1503960366,81,10,0.166667,554,2016-04-28,16:00:00
1503960366,72,11,0.183333,235,2016-04-28,17:00:00
1503960366,138,56,0.933333,1829,2016-04-28,18:00:00
1503960366,56,1,0.016667,13,2016-04-28,19:00:00
1503960366,151,50,0.833333,2122,2016-04-28,20:00:00
1503960366,103,21,0.35,986,2016-04-28,21:00:00
1503960366,55,2,0.033333,16,2016-04-28,22:00:00
1503960366,121,48,0.8,1512,2016-04-28,23:00:00
1503960366,65,9,0.15,202,2016-04-29,00:00:00
1503960366,49,0,0.0,0,2016-04-29,01:00:00
1503960366,54,4,0.066667,71,2016-04-29,02:00:00
1503960366,47,0,0.0,0,2016-04-29,03:00:00
1503960366,47,0,0.0,0,2016-04-29,04:00:00
1503960366,48,0,0.0,0,2016-04-29,05:00:00
1503960366,47,0,0.0,0,2016-04-29,06:00:00
1503960366,52,3,0.05,27,2016-04-29,07:00:00
1503960366,67,13,0.216667,201,2016-04-29,08:00:00
1503960366,142,33,0.55,1820,2016-04-29,09:00:00
1503960366,60,4,0.066667,44,2016-04-29,10:00:00
1503960366,60,4,0.066667,104,2016-04-29,11:00:00
1503960366,65,6,0.1,214,2016-04-29,12:00:00
1503960366,62,6,0.1,41,2016-04-29,13:00:00
1503960366,136,56,0.933333,1711,2016-04-29,14:00:00
1503960366,110,23,0.383333,1076,2016-04-29,15:00:00
1503960366,73,10,0.166667,285,2016-04-29,16:00:00
1503960366,75,9,0.15,380,2016-04-29,17:00:00
1503960366,60,5,0.083333,118,2016-04-29,18:00:00
1503960366,71,11,0.183333,267,2016-04-29,19:00:00
1503960366,80,16,0.266667,386,2016-04-29,20:00:00
1503960366,118,20,0.333333,1366,2016-04-29,21:00:00
1503960366,111,27,0.45,1111,2016-04-29,22:00:00
1503960366,140,56,0.933333,1757,2016-04-29,23:00:00
1503960366,51,1,0.016667,19,2016-04-30,00:00:00
1503960366,57,7,0.116667,65,2016-04-30,01:00:00
1503960366,47,0,0.0,0,2016-04-30,02:00:00
1503960366,49,1,0.016667,6,2016-04-30,03:00:00
1503960366,47,0,0.0,0,2016-04-30,04:00:00
1503960366,48,0,0.0,0,2016-04-30,05:00:00
1503960366,48,0,0.0,0,2016-04-30,06:00:00
1503960366,48,0,0.0,0,2016-04-30,07:00:00
1503960366,52,3,0.05,60,2016-04-30,08:00:00
1503960366,64,11,0.183333,148,2016-04-30,09:00:00
1503960366,72,17,0.283333,239,2016-04-30,10:00:00
1503960366,62,7,0.116667,127,2016-04-30,11:00:00
1503960366,58,4,0.066667,92,2016-04-30,12:00:00
1503960366,65,11,0.183333,141,2016-04-30,13:00:00
1503960366,85,22,0.366667,520,2016-04-30,14:00:00
1503960366,94,26,0.433333,993,2016-04-30,15:00:00
1503960366,203,99,1.65,3388,2016-04-30,16:00:00
1503960366,160,55,0.916667,2176,2016-04-30,17:00:00
1503960366,159,71,1.183333,2319,2016-04-30,18:00:00
1503960366,60,4,0.066667,92,2016-04-30,19:00:00
1503960366,62,5,0.083333,117,2016-04-30,20:00:00
1503960366,96,22,0.366667,840,2016-04-30,21:00:00
1503960366,144,47,0.783333,2139,2016-04-30,22:00:00
1503960366,116,28,0.466667,1192,2016-04-30,23:00:00
1503960366,64,9,0.15,247,2016-05-01,00:00:00
1503960366,60,8,0.133333,59,2016-05-01,01:00:00
1503960366,50,2,0.033333,36,2016-05-01,02:00:00
1503960366,48,1,0.016667,4,2016-05-01,03:00:00
1503960366,47,0,0.0,0,2016-05-01,04:00:00
1503960366,48,0,0.0,0,2016-05-01,05:00:00
1503960366,47,0,0.0,0,2016-05-01,06:00:00
1503960366,52,3,0.05,41,2016-05-01,07:00:00
1503960366,56,6,0.1,94,2016-05-01,08:00:00
1503960366,67,12,0.2,198,2016-05-01,09:00:00
1503960366,61,6,0.1,146,2016-05-01,10:00:00
1503960366,65,10,0.166667,103,2016-05-01,11:00:00
1503960366,66,10,0.166667,130,2016-05-01,12:00:00
1503960366,57,5,0.083333,85,2016-05-01,13:00:00
1503960366,91,25,0.416667,540,2016-05-01,14:00:00
1503960366,81,21,0.35,294,2016-05-01,15:00:00
1503960366,97,23,0.383333,823,2016-05-01,16:00:00
1503960366,108,33,0.55,1053,2016-05-01,17:00:00
1503960366,159,70,1.166667,2007,2016-05-01,18:00:00
1503960366,71,14,0.233333,177,2016-05-01,19:00:00
1503960366,59,6,0.1,93,2016-05-01,20:00:00
1503960366,86,25,0.416667,363,2016-05-01,21:00:00
1503960366,127,50,0.833333,1552,2016-05-01,22:00:00
1503960366,161,76,1.266667,2557,2016-05-01,23:00:00
1503960366,50,0,0.0,0,2016-05-02,00:00:00
1503960366,59,7,0.116667,119,2016-05-02,01:00:00
1503960366,47,0,0.0,0,2016-05-02,02:00:00
1503960366,49,1,0.016667,21,2016-05-02,03:00:00
1503960366,47,0,0.0,0,2016-05-02,04:00:00
